ts_utc,ts_local,open,high,low,close,volume
2026-01-10 00:15:00+10:00,2026-01-10 00:15:00,4498.7,4502.2,4493.0,4496.5,3896
2026-01-10 00:20:00+10:00,2026-01-10 00:20:00,4496.4,4505.5,4496.3,4503.3,3881
2026-01-10 00:25:00+10:00,2026-01-10 00:25:00,4503.3,4505.0,4500.9,4503.7,2541
2026-01-10 00:30:00+10:00,2026-01-10 00:30:00,4503.8,4504.2,4491.6,4498.7,6117
2026-01-10 00:35:00+10:00,2026-01-10 00:35:00,4498.7,4507.9,4498.3,4505.3,5093
2026-01-10 00:40:00+10:00,2026-01-10 00:40:00,4505.2,4507.5,4495.4,4497.2,4331
2026-01-10 00:45:00+10:00,2026-01-10 00:45:00,4497.0,4498.4,4490.9,4494.1,5092
2026-01-10 00:50:00+10:00,2026-01-10 00:50:00,4494.4,4500.5,4488.0,4499.9,5400
2026-01-10 00:55:00+10:00,2026-01-10 00:55:00,4500.1,4504.6,4500.1,4503.1,3645
2026-01-10 01:00:00+10:00,2026-01-10 01:00:00,4504.4,4509.0,4501.4,4503.2,4661
2026-01-10 01:05:00+10:00,2026-01-10 01:05:00,4503.4,4510.0,4499.3,4509.3,4958
2026-01-10 01:10:00+10:00,2026-01-10 01:10:00,4509.4,4509.5,4502.9,4506.0,3256
2026-01-10 01:15:00+10:00,2026-01-10 01:15:00,4506.3,4509.2,4502.4,4509.0,2714
2026-01-10 01:20:00+10:00,2026-01-10 01:20:00,4509.1,4520.9,4505.0,4518.4,7791
2026-01-10 01:25:00+10:00,2026-01-10 01:25:00,4518.5,4520.7,4514.1,4515.4,4273
