orb,sl_mode,buffer_ticks,rr,confirm,trades,win_rate,total_r,avg_r
1800,full,10.0,1.5,1,476,0.3910386965376782,4.0,0.008146639511201629
1800,full,5.0,1.5,1,476,0.3910386965376782,4.0,0.008146639511201629
1800,full,0.0,1.5,1,476,0.3910386965376782,4.0,0.008146639511201629
1800,full,15.0,1.5,1,476,0.3910386965376782,4.0,0.008146639511201629
1800,half,20.0,1.5,1,486,0.392,4.0,0.008
1800,half,10.0,2.5,1,472,0.2698412698412698,4.0,0.007936507936507936
1800,half,5.0,2.0,1,494,0.3234714003944773,-2.0,-0.0039447731755424065
1800,half,20.0,2.0,1,473,0.314,-2.0,-0.004
1800,full,10.0,2.0,1,462,0.31160896130346233,-3.0,-0.006109979633401222
1800,full,15.0,2.0,1,462,0.31160896130346233,-3.0,-0.006109979633401222
1800,full,20.0,2.0,1,462,0.31160896130346233,-3.0,-0.006109979633401222
1800,full,0.0,2.0,1,462,0.31160896130346233,-3.0,-0.006109979633401222
1800,full,5.0,2.0,1,462,0.31160896130346233,-3.0,-0.006109979633401222
1800,half,15.0,2.5,1,465,0.26095617529880477,-6.5,-0.012948207171314742
1800,half,5.0,2.5,1,484,0.2682445759368836,-8.0,-0.015779092702169626
1800,half,5.0,3.0,1,474,0.22879684418145957,-10.0,-0.01972386587771203
1800,half,0.0,1.5,2,489,0.3812375249500998,-11.5,-0.022954091816367265
1800,half,0.0,2.5,2,475,0.2634730538922156,-13.0,-0.02594810379241517
1800,half,15.0,2.0,2,445,0.29243353783231085,-16.0,-0.032719836400818
1800,half,20.0,2.0,2,442,0.2889344262295082,-19.0,-0.0389344262295082
1800,half,20.0,2.5,1,461,0.252,-20.0,-0.04
1800,full,15.0,2.0,2,433,0.28541666666666665,-22.0,-0.04583333333333333
1800,full,0.0,2.0,2,433,0.28541666666666665,-22.0,-0.04583333333333333
1800,full,20.0,2.0,2,433,0.28541666666666665,-22.0,-0.04583333333333333
1800,full,10.0,2.0,2,433,0.28541666666666665,-22.0,-0.04583333333333333
1800,full,5.0,2.0,2,433,0.28541666666666665,-22.0,-0.04583333333333333
1800,half,20.0,1.5,2,458,0.35655737704918034,-23.0,-0.0471311475409836
1800,full,10.0,2.5,1,450,0.2484725050916497,-23.0,-0.04684317718940937
1800,full,0.0,1.5,2,448,0.3541666666666667,-23.0,-0.04791666666666667
1800,full,5.0,1.5,2,448,0.3541666666666667,-23.0,-0.04791666666666667
1800,full,20.0,2.5,1,450,0.2484725050916497,-23.0,-0.04684317718940937
1800,full,20.0,1.5,2,448,0.3541666666666667,-23.0,-0.04791666666666667
1800,full,0.0,2.5,1,450,0.2484725050916497,-23.0,-0.04684317718940937
1800,full,5.0,2.5,1,450,0.2484725050916497,-23.0,-0.04684317718940937
1800,full,15.0,1.5,2,448,0.3541666666666667,-23.0,-0.04791666666666667
1800,full,15.0,2.5,1,450,0.2484725050916497,-23.0,-0.04684317718940937
1800,full,10.0,1.5,2,448,0.3541666666666667,-23.0,-0.04791666666666667
1800,half,0.0,3.0,2,464,0.21956087824351297,-24.0,-0.04790419161676647
1800,half,15.0,1.5,2,460,0.3558282208588957,-25.0,-0.05112474437627812
1800,half,10.0,2.0,2,454,0.2874493927125506,-28.0,-0.05668016194331984
1800,half,0.0,2.0,2,480,0.2994011976047904,-30.0,-0.059880239520958084
1800,half,10.0,3.0,1,459,0.2123015873015873,-31.0,-0.061507936507936505
1800,half,10.0,1.5,2,469,0.354251012145749,-31.5,-0.06376518218623482
1800,half,5.0,1.5,2,477,0.3548387096774194,-37.0,-0.07459677419354839
1800,half,15.0,3.0,1,451,0.2051792828685259,-39.0,-0.07768924302788845
1800,half,20.0,3.0,1,448,0.204,-40.0,-0.08
1800,half,5.0,2.0,2,466,0.2842741935483871,-43.0,-0.08669354838709678
1800,half,5.0,2.5,2,455,0.23588709677419356,-45.5,-0.09173387096774194
1800,full,20.0,3.0,1,436,0.1975560081466395,-48.0,-0.09775967413441955
1800,full,15.0,3.0,1,436,0.1975560081466395,-48.0,-0.09775967413441955
1800,full,0.0,3.0,1,436,0.1975560081466395,-48.0,-0.09775967413441955
1800,full,10.0,3.0,1,436,0.1975560081466395,-48.0,-0.09775967413441955
1800,full,5.0,3.0,1,436,0.1975560081466395,-48.0,-0.09775967413441955
1800,half,15.0,2.5,2,428,0.22085889570552147,-50.0,-0.10224948875255624
1800,half,20.0,2.5,2,425,0.21721311475409835,-54.0,-0.11065573770491803
1800,full,5.0,2.5,2,415,0.21458333333333332,-54.5,-0.11354166666666667
1800,full,20.0,2.5,2,415,0.21458333333333332,-54.5,-0.11354166666666667
1800,full,0.0,2.5,2,415,0.21458333333333332,-54.5,-0.11354166666666667
1800,full,15.0,2.5,2,415,0.21458333333333332,-54.5,-0.11354166666666667
1800,full,10.0,2.5,2,415,0.21458333333333332,-54.5,-0.11354166666666667
1800,half,10.0,2.5,2,439,0.22064777327935223,-57.5,-0.11639676113360324
1800,half,5.0,3.0,2,446,0.1935483870967742,-62.0,-0.125
1800,half,15.0,3.0,2,416,0.17586912065439672,-72.0,-0.147239263803681
1800,half,10.0,3.0,2,428,0.18016194331983806,-72.0,-0.145748987854251
1800,half,20.0,3.0,2,412,0.17008196721311475,-80.0,-0.16393442622950818
1800,full,15.0,3.0,2,401,0.16458333333333333,-85.0,-0.17708333333333334
1800,full,5.0,3.0,2,401,0.16458333333333333,-85.0,-0.17708333333333334
1800,full,0.0,3.0,2,401,0.16458333333333333,-85.0,-0.17708333333333334
1800,full,10.0,3.0,2,401,0.16458333333333333,-85.0,-0.17708333333333334
1800,full,20.0,3.0,2,401,0.16458333333333333,-85.0,-0.17708333333333334
2300,full,10.0,1.5,1,392,0.34,-9.5,-0.021111111111111112
2300,full,5.0,1.5,1,392,0.34,-9.5,-0.021111111111111112
2300,full,20.0,1.5,1,392,0.34,-9.5,-0.021111111111111112
2300,full,0.0,1.5,1,392,0.34,-9.5,-0.021111111111111112
2300,full,15.0,1.5,1,392,0.34,-9.5,-0.021111111111111112
2300,half,20.0,1.5,1,423,0.34518828451882844,-10.5,-0.021966527196652718
2300,half,15.0,1.5,1,434,0.33747412008281574,-26.5,-0.054865424430641824
2300,half,0.0,1.5,2,404,0.31512605042016806,-29.0,-0.06092436974789916
2300,half,20.0,1.5,2,328,0.27419354838709675,-30.5,-0.07027649769585254
2300,half,5.0,1.5,2,379,0.29637526652452023,-31.5,-0.06716417910447761
2300,full,0.0,1.5,2,304,0.2684729064039409,-31.5,-0.07758620689655173
2300,full,10.0,1.5,2,304,0.2684729064039409,-31.5,-0.07758620689655173
2300,full,20.0,1.5,2,304,0.2684729064039409,-31.5,-0.07758620689655173
2300,full,15.0,1.5,2,304,0.2684729064039409,-31.5,-0.07758620689655173
2300,full,5.0,1.5,2,304,0.2684729064039409,-31.5,-0.07758620689655173
2300,half,15.0,1.5,2,337,0.2671081677704194,-34.5,-0.076158940397351
2300,half,10.0,1.5,2,356,0.2807017543859649,-36.0,-0.07894736842105263
2300,half,2.0,2.0,1,462,0.2862903225806452,-36.0,-0.07258064516129033
2300,half,10.0,1.5,1,453,0.3394683026584867,-38.0,-0.07770961145194274
2300,half,5.0,1.5,1,464,0.34279918864097364,-41.5,-0.08417849898580122
2300,half,2.0,1.0,1,486,0.4475806451612903,-42.0,-0.0846774193548387
2300,half,0.0,2.0,1,467,0.2842741935483871,-44.0,-0.08870967741935484
2300,half,5.0,2.0,1,446,0.2718052738336714,-44.0,-0.08924949290060852
2300,half,2.0,1.5,1,474,0.34475806451612906,-46.5,-0.09375
2300,full,0.0,2.0,1,350,0.2222222222222222,-50.0,-0.1111111111111111
2300,full,10.0,2.0,1,350,0.2222222222222222,-50.0,-0.1111111111111111
2300,full,5.0,2.0,1,350,0.2222222222222222,-50.0,-0.1111111111111111
2300,full,15.0,2.0,1,350,0.2222222222222222,-50.0,-0.1111111111111111
2300,full,20.0,2.0,1,350,0.2222222222222222,-50.0,-0.1111111111111111
2300,half,5.0,2.5,1,429,0.21906693711967545,-51.0,-0.10344827586206896
2300,half,15.0,2.0,1,400,0.2401656314699793,-52.0,-0.10766045548654245
2300,half,5.0,2.0,2,350,0.21108742004264391,-53.0,-0.11300639658848614
2300,half,0.0,2.0,2,378,0.226890756302521,-54.0,-0.1134453781512605
2300,half,20.0,2.0,1,381,0.2280334728033473,-54.0,-0.11297071129707113
2300,half,15.0,2.0,2,314,0.18984547461368653,-56.0,-0.12362030905077263
2300,half,10.0,2.0,1,426,0.25153374233128833,-57.0,-0.1165644171779141
2300,half,10.0,2.0,2,330,0.19956140350877194,-57.0,-0.125
2300,half,0.0,1.5,1,476,0.33669354838709675,-58.5,-0.11794354838709678
2300,full,15.0,2.0,2,274,0.1724137931034483,-64.0,-0.15763546798029557
2300,full,20.0,2.0,2,274,0.1724137931034483,-64.0,-0.15763546798029557
2300,full,10.0,2.0,2,274,0.1724137931034483,-64.0,-0.15763546798029557
2300,full,5.0,2.0,2,274,0.1724137931034483,-64.0,-0.15763546798029557
2300,full,0.0,2.0,2,274,0.1724137931034483,-64.0,-0.15763546798029557
2300,half,20.0,2.0,2,297,0.1774193548387097,-66.0,-0.15207373271889402
2300,half,10.0,2.5,1,406,0.19427402862985685,-73.5,-0.15030674846625766
2300,half,0.0,3.0,1,437,0.1814516129032258,-77.0,-0.15524193548387097
2300,half,10.0,2.5,2,309,0.14473684210526316,-78.0,-0.17105263157894737
2300,half,0.0,2.5,1,446,0.21169354838709678,-78.5,-0.15826612903225806
2300,half,15.0,2.5,2,290,0.13245033112582782,-80.0,-0.17660044150110377
2300,half,5.0,3.0,1,410,0.1663286004056795,-82.0,-0.1663286004056795
2300,half,15.0,2.5,1,374,0.17184265010351968,-83.5,-0.17287784679089027
2300,full,0.0,2.5,2,252,0.11822660098522167,-84.0,-0.20689655172413793
2300,full,5.0,2.5,2,252,0.11822660098522167,-84.0,-0.20689655172413793
2300,full,20.0,2.5,2,252,0.11822660098522167,-84.0,-0.20689655172413793
2300,full,15.0,2.5,2,252,0.11822660098522167,-84.0,-0.20689655172413793
2300,full,10.0,2.5,2,252,0.11822660098522167,-84.0,-0.20689655172413793
2300,half,20.0,2.5,2,274,0.12442396313364056,-85.0,-0.195852534562212
2300,half,20.0,2.5,1,355,0.16108786610878661,-85.5,-0.1788702928870293
2300,half,0.0,2.5,2,360,0.1638655462184874,-87.0,-0.18277310924369747
2300,full,15.0,2.5,1,325,0.14888888888888888,-90.5,-0.2011111111111111
2300,full,20.0,2.5,1,325,0.14888888888888888,-90.5,-0.2011111111111111
2300,half,5.0,2.5,2,332,0.14712153518123666,-90.5,-0.1929637526652452
2300,full,10.0,2.5,1,325,0.14888888888888888,-90.5,-0.2011111111111111
2300,full,5.0,2.5,1,325,0.14888888888888888,-90.5,-0.2011111111111111
2300,full,0.0,2.5,1,325,0.14888888888888888,-90.5,-0.2011111111111111
2300,half,10.0,3.0,1,387,0.15132924335378323,-91.0,-0.18609406952965235
2300,half,5.0,3.0,2,319,0.11940298507462686,-95.0,-0.2025586353944563
2300,half,15.0,3.0,1,359,0.13457556935817805,-99.0,-0.20496894409937888
2300,full,15.0,3.0,2,240,0.08620689655172414,-100.0,-0.24630541871921183
2300,full,20.0,3.0,2,240,0.08620689655172414,-100.0,-0.24630541871921183
2300,full,5.0,3.0,2,240,0.08620689655172414,-100.0,-0.24630541871921183
2300,full,10.0,3.0,2,240,0.08620689655172414,-100.0,-0.24630541871921183
2300,full,0.0,3.0,2,240,0.08620689655172414,-100.0,-0.24630541871921183
2300,full,10.0,3.0,1,313,0.11777777777777777,-101.0,-0.22444444444444445
2300,full,0.0,3.0,1,313,0.11777777777777777,-101.0,-0.22444444444444445
2300,full,5.0,3.0,1,313,0.11777777777777777,-101.0,-0.22444444444444445
2300,full,15.0,3.0,1,313,0.11777777777777777,-101.0,-0.22444444444444445
2300,half,10.0,3.0,2,293,0.10526315789473684,-101.0,-0.22149122807017543
2300,full,20.0,3.0,1,313,0.11777777777777777,-101.0,-0.22444444444444445
2300,half,15.0,3.0,2,274,0.09492273730684327,-102.0,-0.2251655629139073
2300,half,20.0,3.0,2,260,0.08986175115207373,-104.0,-0.23963133640552994
2300,half,20.0,3.0,1,338,0.1192468619246862,-110.0,-0.2301255230125523
2300,half,0.0,3.0,2,344,0.12184873949579832,-112.0,-0.23529411764705882
