orb,sl_mode,buffer_ticks,rr,confirm,trades,win_rate,total_r,avg_r
0030,half,0.0,2.5,1,378,0.18633540372670807,-63.0,-0.13043478260869565
0030,half,5.0,2.5,2,235,0.10933940774487472,-67.0,-0.15261958997722094
0030,full,5.0,3.0,2,150,0.05037783375314862,-70.0,-0.17632241813602015
0030,full,15.0,3.0,2,150,0.05037783375314862,-70.0,-0.17632241813602015
0030,full,20.0,3.0,2,150,0.05037783375314862,-70.0,-0.17632241813602015
0030,full,0.0,3.0,2,150,0.05037783375314862,-70.0,-0.17632241813602015
0030,full,10.0,3.0,2,150,0.05037783375314862,-70.0,-0.17632241813602015
0030,half,5.0,3.0,2,227,0.0888382687927107,-71.0,-0.16173120728929385
0030,half,5.0,2.5,1,345,0.16352201257861634,-72.0,-0.1509433962264151
0030,full,20.0,3.0,1,233,0.091324200913242,-73.0,-0.16666666666666666
0030,full,0.0,3.0,1,233,0.091324200913242,-73.0,-0.16666666666666666
0030,full,5.0,3.0,1,233,0.091324200913242,-73.0,-0.16666666666666666
0030,full,10.0,3.0,1,233,0.091324200913242,-73.0,-0.16666666666666666
0030,full,15.0,3.0,1,233,0.091324200913242,-73.0,-0.16666666666666666
0030,half,10.0,2.5,1,316,0.1461864406779661,-74.5,-0.15783898305084745
0030,half,10.0,3.0,2,196,0.06928406466512702,-76.0,-0.17551963048498845
0030,half,20.0,3.0,1,259,0.0967741935483871,-79.0,-0.16989247311827957
0030,half,5.0,3.0,1,335,0.13417190775681342,-79.0,-0.16561844863731656
0030,half,20.0,3.0,2,167,0.052132701421800945,-79.0,-0.1872037914691943
0030,half,10.0,3.0,1,304,0.11864406779661017,-80.0,-0.1694915254237288
0030,half,15.0,3.0,2,181,0.05868544600938967,-81.0,-0.19014084507042253
0030,half,0.0,3.0,1,362,0.14492753623188406,-82.0,-0.16977225672877846
0030,half,0.0,3.0,2,252,0.09395973154362416,-84.0,-0.18791946308724833
0030,half,15.0,3.0,1,275,0.09871244635193133,-91.0,-0.19527896995708155
0900,half,10.0,1.5,2,478,0.3942505133470226,2.0,0.004106776180698152
0900,half,5.0,2.5,2,478,0.2790224032586558,1.5,0.003054989816700611
0900,half,5.0,1.5,2,483,0.3910386965376782,-3.0,-0.006109979633401222
0900,half,5.0,2.0,2,481,0.32382892057026474,-4.0,-0.008146639511201629
0900,half,5.0,3.0,2,477,0.24032586558044808,-5.0,-0.010183299389002037
0900,half,10.0,2.0,2,472,0.3182751540041068,-7.0,-0.014373716632443531
0900,half,10.0,3.0,2,467,0.23408624229979466,-11.0,-0.022587268993839837
0900,half,15.0,1.5,2,474,0.38144329896907214,-11.5,-0.023711340206185566
0900,half,15.0,2.0,2,467,0.311340206185567,-14.0,-0.0288659793814433
0900,half,10.0,2.5,2,469,0.2669404517453799,-14.0,-0.028747433264887063
0900,half,15.0,3.0,2,463,0.2309278350515464,-15.0,-0.030927835051546393
0900,half,15.0,2.5,2,465,0.2639175257731959,-17.0,-0.03505154639175258
0900,half,20.0,1.5,2,466,0.37447698744769875,-18.5,-0.038702928870292884
0900,full,15.0,1.5,2,455,0.3741935483870968,-20.0,-0.043010752688172046
0900,full,5.0,1.5,2,455,0.3741935483870968,-20.0,-0.043010752688172046
0900,full,10.0,1.5,2,455,0.3741935483870968,-20.0,-0.043010752688172046
0900,full,20.0,1.5,2,455,0.3741935483870968,-20.0,-0.043010752688172046
0900,full,0.0,1.5,2,455,0.3741935483870968,-20.0,-0.043010752688172046
0900,half,0.0,3.0,2,485,0.23434343434343435,-21.0,-0.04242424242424243
0900,half,0.0,2.0,2,488,0.31313131313131315,-23.0,-0.046464646464646465
0900,half,20.0,2.5,2,457,0.2594142259414226,-23.0,-0.04811715481171548
0900,half,20.0,3.0,2,455,0.22594142259414227,-23.0,-0.04811715481171548
0900,half,20.0,2.0,2,459,0.303347280334728,-24.0,-0.0502092050209205
0900,half,0.0,1.5,2,489,0.37575757575757573,-24.0,-0.048484848484848485
0900,full,0.0,2.5,2,446,0.25806451612903225,-26.0,-0.05591397849462366
0900,full,5.0,2.5,2,446,0.25806451612903225,-26.0,-0.05591397849462366
0900,full,10.0,2.5,2,446,0.25806451612903225,-26.0,-0.05591397849462366
0900,full,20.0,2.5,2,446,0.25806451612903225,-26.0,-0.05591397849462366
0900,full,15.0,2.5,2,446,0.25806451612903225,-26.0,-0.05591397849462366
0900,full,0.0,2.0,2,447,0.3010752688172043,-27.0,-0.05806451612903226
0900,full,5.0,2.0,2,447,0.3010752688172043,-27.0,-0.05806451612903226
0900,full,10.0,2.0,2,447,0.3010752688172043,-27.0,-0.05806451612903226
0900,full,20.0,2.0,2,447,0.3010752688172043,-27.0,-0.05806451612903226
0900,full,15.0,2.0,2,447,0.3010752688172043,-27.0,-0.05806451612903226
0900,full,20.0,3.0,2,444,0.22365591397849463,-28.0,-0.060215053763440864
0900,full,0.0,3.0,2,444,0.22365591397849463,-28.0,-0.060215053763440864
0900,full,5.0,3.0,2,444,0.22365591397849463,-28.0,-0.060215053763440864
0900,full,15.0,3.0,2,444,0.22365591397849463,-28.0,-0.060215053763440864
0900,full,10.0,3.0,2,444,0.22365591397849463,-28.0,-0.060215053763440864
0900,half,0.0,1.5,1,498,0.37250996015936255,-30.5,-0.060756972111553786
0900,half,2.0,1.0,1,496,0.462,-34.0,-0.068
0900,half,15.0,3.0,1,476,0.2231237322515213,-36.0,-0.07302231237322515
0900,half,15.0,2.5,1,478,0.25557809330628806,-37.0,-0.07505070993914807
0900,half,0.0,2.5,2,485,0.2585858585858586,-37.0,-0.07474747474747474
0900,half,0.0,2.0,1,498,0.3047808764940239,-39.0,-0.07768924302788845
0900,half,20.0,3.0,1,475,0.2210953346855984,-39.0,-0.07910750507099391
0900,half,15.0,1.5,1,485,0.359026369168357,-42.5,-0.08620689655172414
0900,half,2.0,2.0,1,496,0.302,-43.0,-0.086
0900,half,10.0,3.0,1,480,0.2202020202020202,-44.0,-0.08888888888888889
0900,half,20.0,1.5,1,484,0.35496957403651114,-46.5,-0.09432048681541583
0900,half,20.0,2.5,1,477,0.24949290060851928,-46.5,-0.09432048681541583
0900,full,0.0,3.0,1,459,0.21548117154811716,-47.0,-0.09832635983263599
0900,full,10.0,3.0,1,459,0.21548117154811716,-47.0,-0.09832635983263599
0900,full,20.0,3.0,1,459,0.21548117154811716,-47.0,-0.09832635983263599
0900,full,15.0,3.0,1,459,0.21548117154811716,-47.0,-0.09832635983263599
0900,full,5.0,3.0,1,459,0.21548117154811716,-47.0,-0.09832635983263599
0900,half,5.0,3.0,1,489,0.22088353413654618,-49.0,-0.09839357429718876
0900,half,10.0,2.5,1,483,0.2505050505050505,-49.0,-0.09898989898989899
0900,half,10.0,1.5,1,489,0.35555555555555557,-49.0,-0.09898989898989899
0900,half,5.0,1.5,1,493,0.35542168674698793,-50.5,-0.10140562248995984
0900,half,0.0,2.5,1,495,0.250996015936255,-54.0,-0.10756972111553785
0900,full,5.0,1.5,1,467,0.34518828451882844,-54.5,-0.11401673640167365
0900,full,10.0,1.5,1,467,0.34518828451882844,-54.5,-0.11401673640167365
0900,full,15.0,1.5,1,467,0.34518828451882844,-54.5,-0.11401673640167365
0900,full,0.0,1.5,1,467,0.34518828451882844,-54.5,-0.11401673640167365
0900,full,20.0,1.5,1,467,0.34518828451882844,-54.5,-0.11401673640167365
0900,full,20.0,2.5,1,461,0.24267782426778242,-55.0,-0.11506276150627615
0900,full,15.0,2.5,1,461,0.24267782426778242,-55.0,-0.11506276150627615
0900,full,10.0,2.5,1,461,0.24267782426778242,-55.0,-0.11506276150627615
0900,full,5.0,2.5,1,461,0.24267782426778242,-55.0,-0.11506276150627615
0900,full,0.0,2.5,1,461,0.24267782426778242,-55.0,-0.11506276150627615
0900,half,15.0,2.0,1,481,0.28600405679513186,-58.0,-0.11764705882352941
0900,half,5.0,2.5,1,489,0.2469879518072289,-58.5,-0.11746987951807229
0900,half,0.0,3.0,1,495,0.21713147410358566,-59.0,-0.11752988047808766
0900,half,5.0,2.0,1,491,0.28714859437751006,-62.0,-0.12449799196787148
0900,half,20.0,2.0,1,479,0.2799188640973631,-65.0,-0.13184584178498987
0900,full,5.0,2.0,1,463,0.27615062761506276,-67.0,-0.1401673640167364
0900,full,10.0,2.0,1,463,0.27615062761506276,-67.0,-0.1401673640167364
0900,full,0.0,2.0,1,463,0.27615062761506276,-67.0,-0.1401673640167364
0900,full,20.0,2.0,1,463,0.27615062761506276,-67.0,-0.1401673640167364
0900,full,15.0,2.0,1,463,0.27615062761506276,-67.0,-0.1401673640167364
0900,half,2.0,1.5,1,496,0.342,-68.5,-0.137
0900,half,10.0,2.0,1,484,0.2787878787878788,-70.0,-0.1414141414141414
1000,full,5.0,3.0,2,449,0.2771855010660981,71.0,0.1513859275053305
1000,full,20.0,3.0,2,449,0.2771855010660981,71.0,0.1513859275053305
1000,full,15.0,3.0,2,449,0.2771855010660981,71.0,0.1513859275053305
1000,full,0.0,3.0,2,449,0.2771855010660981,71.0,0.1513859275053305
1000,full,10.0,3.0,2,449,0.2771855010660981,71.0,0.1513859275053305
1000,half,20.0,3.0,2,462,0.2732919254658385,66.0,0.13664596273291926
1000,half,0.0,3.0,2,489,0.2751004016064257,59.0,0.11847389558232932
1000,half,10.0,3.0,2,470,0.2693877551020408,58.0,0.11836734693877551
1000,half,15.0,3.0,2,467,0.26899383983572894,57.0,0.11704312114989733
1000,half,0.0,2.5,2,491,0.3112449799196787,51.5,0.10341365461847389
1000,half,2.0,1.5,1,506,0.43984220907297833,51.5,0.10157790927021697
1000,half,5.0,3.0,2,477,0.26774847870182555,51.0,0.10344827586206896
1000,half,0.0,1.5,1,510,0.4372549019607843,47.5,0.09313725490196079
1000,half,0.0,2.0,1,509,0.3627450980392157,46.0,0.09019607843137255
1000,half,10.0,3.0,1,494,0.2648221343873518,42.0,0.08300395256916997
1000,full,10.0,2.5,2,452,0.29850746268656714,38.0,0.08102345415778252
1000,half,20.0,3.0,1,490,0.2619047619047619,38.0,0.07539682539682539
1000,half,5.0,3.0,1,498,0.26429980276134124,38.0,0.07495069033530571
1000,full,0.0,2.5,2,452,0.29850746268656714,38.0,0.08102345415778252
1000,full,20.0,2.5,2,452,0.29850746268656714,38.0,0.08102345415778252
1000,full,5.0,2.5,2,452,0.29850746268656714,38.0,0.08102345415778252
1000,full,15.0,2.5,2,452,0.29850746268656714,38.0,0.08102345415778252
1000,half,0.0,2.0,2,497,0.357429718875502,37.0,0.07429718875502007
1000,full,5.0,3.0,1,472,0.26239669421487605,36.0,0.0743801652892562
1000,full,0.0,3.0,1,472,0.26239669421487605,36.0,0.0743801652892562
1000,full,15.0,3.0,1,472,0.26239669421487605,36.0,0.0743801652892562
1000,full,20.0,3.0,1,472,0.26239669421487605,36.0,0.0743801652892562
1000,full,10.0,3.0,1,472,0.26239669421487605,36.0,0.0743801652892562
1000,half,5.0,1.5,1,506,0.4260355029585799,34.0,0.0670611439842209
1000,half,0.0,3.0,1,506,0.2647058823529412,34.0,0.06666666666666667
1000,half,15.0,2.5,2,471,0.29568788501026694,33.0,0.06776180698151951
1000,half,15.0,3.0,1,491,0.25992063492063494,33.0,0.06547619047619048
1000,half,10.0,2.5,2,475,0.29591836734693877,32.5,0.0663265306122449
1000,half,20.0,2.5,2,465,0.2939958592132505,32.0,0.06625258799171843
1000,half,0.0,1.5,2,498,0.42570281124497994,32.0,0.0642570281124498
1000,half,0.0,2.5,1,507,0.30196078431372547,32.0,0.06274509803921569
1000,half,2.0,2.0,1,505,0.3530571992110454,32.0,0.0631163708086785
1000,half,2.0,1.0,1,506,0.5285996055226825,30.0,0.05917159763313609
1000,half,5.0,2.5,2,481,0.2961460446247465,30.0,0.060851926977687626
1000,half,10.0,1.5,1,505,0.4189723320158103,25.0,0.04940711462450593
1000,half,10.0,1.5,2,488,0.41836734693877553,24.5,0.05
1000,half,20.0,1.5,2,478,0.4161490683229814,24.5,0.050724637681159424
1000,half,15.0,1.5,2,484,0.41683778234086244,23.5,0.048254620123203286
1000,half,5.0,2.0,2,484,0.34279918864097364,23.0,0.04665314401622718
1000,full,5.0,1.5,2,465,0.4157782515991471,22.5,0.04797441364605544
1000,full,0.0,1.5,2,465,0.4157782515991471,22.5,0.04797441364605544
1000,full,10.0,1.5,2,465,0.4157782515991471,22.5,0.04797441364605544
1000,full,20.0,1.5,2,465,0.4157782515991471,22.5,0.04797441364605544
1000,full,15.0,1.5,2,465,0.4157782515991471,22.5,0.04797441364605544
1000,half,5.0,2.0,1,503,0.34516765285996054,22.0,0.04339250493096647
1000,full,0.0,2.5,1,476,0.29338842975206614,21.0,0.04338842975206612
1000,full,5.0,2.5,1,476,0.29338842975206614,21.0,0.04338842975206612
1000,full,20.0,2.5,1,476,0.29338842975206614,21.0,0.04338842975206612
1000,full,10.0,2.5,1,476,0.29338842975206614,21.0,0.04338842975206612
1000,full,15.0,2.5,1,476,0.29338842975206614,21.0,0.04338842975206612
1000,half,20.0,2.5,1,494,0.2916666666666667,20.5,0.040674603174603176
1000,half,5.0,1.5,2,492,0.41379310344827586,18.0,0.036511156186612576
1000,half,10.0,2.0,2,480,0.33877551020408164,18.0,0.036734693877551024
1000,half,20.0,2.0,1,495,0.3392857142857143,18.0,0.03571428571428571
1000,half,15.0,2.0,1,498,0.3412698412698413,18.0,0.03571428571428571
1000,full,20.0,2.0,2,457,0.3368869936034115,17.0,0.03624733475479744
1000,full,5.0,2.0,2,457,0.3368869936034115,17.0,0.03624733475479744
1000,full,0.0,2.0,2,457,0.3368869936034115,17.0,0.03624733475479744
1000,full,15.0,2.0,2,457,0.3368869936034115,17.0,0.03624733475479744
1000,full,10.0,2.0,2,457,0.3368869936034115,17.0,0.03624733475479744
1000,half,15.0,2.0,2,475,0.33675564681724846,17.0,0.03490759753593429
1000,half,10.0,2.0,1,502,0.34189723320158105,17.0,0.03359683794466403
1000,half,10.0,2.5,1,498,0.29051383399209485,16.5,0.03260869565217391
1000,full,10.0,2.0,1,477,0.33884297520661155,15.0,0.030991735537190084
1000,full,0.0,2.0,1,477,0.33884297520661155,15.0,0.030991735537190084
1000,full,20.0,2.0,1,477,0.33884297520661155,15.0,0.030991735537190084
1000,full,15.0,2.0,1,477,0.33884297520661155,15.0,0.030991735537190084
1000,full,5.0,2.0,1,477,0.33884297520661155,15.0,0.030991735537190084
1000,half,5.0,2.5,1,502,0.28994082840236685,12.5,0.02465483234714004
1000,half,15.0,2.5,1,495,0.2876984126984127,12.5,0.0248015873015873
1000,full,5.0,1.5,1,482,0.40702479338842973,10.5,0.02169421487603306
1000,full,0.0,1.5,1,482,0.40702479338842973,10.5,0.02169421487603306
1000,full,10.0,1.5,1,482,0.40702479338842973,10.5,0.02169421487603306
1000,full,20.0,1.5,1,482,0.40702479338842973,10.5,0.02169421487603306
1000,full,15.0,1.5,1,482,0.40702479338842973,10.5,0.02169421487603306
1000,half,20.0,2.0,2,470,0.33126293995859213,10.0,0.020703933747412008
1000,half,15.0,1.5,1,502,0.40476190476190477,8.0,0.015873015873015872
1000,half,20.0,1.5,1,500,0.4027777777777778,7.5,0.01488095238095238
1100,half,0.0,3.0,1,463,0.241869918699187,13.0,0.026422764227642278
1100,half,0.0,2.0,1,475,0.32723577235772355,8.0,0.016260162601626018
1100,half,2.0,2.0,1,470,0.32179226069246436,4.0,0.008146639511201629
1100,half,2.0,1.0,1,485,0.49287169042769857,-1.0,-0.002036659877800407
1100,half,0.0,1.5,1,483,0.3902439024390244,-3.0,-0.006097560975609756
1100,half,0.0,3.0,2,431,0.226215644820296,-3.0,-0.006342494714587738
1100,half,2.0,1.5,1,480,0.3869653767820774,-5.0,-0.010183299389002037
1100,half,5.0,1.5,1,470,0.3803680981595092,-5.0,-0.010224948875255624
1100,half,10.0,1.5,1,461,0.3760330578512397,-6.0,-0.012396694214876033
1100,half,10.0,2.0,1,446,0.29958677685950413,-11.0,-0.022727272727272728
1100,half,0.0,2.5,1,466,0.2621951219512195,-14.5,-0.029471544715447155
1100,half,15.0,2.0,1,430,0.28991596638655465,-16.0,-0.03361344537815126
1100,half,10.0,2.0,2,399,0.27973568281938327,-18.0,-0.039647577092511016
1100,half,5.0,2.5,1,452,0.25357873210633947,-18.0,-0.03680981595092025
1100,half,5.0,2.0,1,460,0.3006134969325153,-19.0,-0.03885480572597137
1100,half,15.0,2.0,2,384,0.2743764172335601,-21.0,-0.047619047619047616
1100,half,5.0,2.5,2,413,0.24034334763948498,-21.0,-0.045064377682403435
1100,half,10.0,2.5,2,386,0.2290748898678414,-22.0,-0.048458149779735685
1100,half,10.0,2.5,1,432,0.24173553719008264,-22.5,-0.04648760330578512
1100,half,15.0,1.5,1,443,0.35294117647058826,-23.0,-0.04831932773109244
1100,half,5.0,3.0,1,439,0.21267893660531698,-23.0,-0.04703476482617587
1100,half,15.0,2.5,1,416,0.23529411764705882,-24.0,-0.05042016806722689
1100,half,20.0,2.0,1,422,0.2802547770700637,-26.0,-0.055201698513800426
1100,half,20.0,2.0,2,370,0.26450116009280744,-28.0,-0.06496519721577726
1100,full,15.0,2.0,2,344,0.25862068965517243,-29.0,-0.07142857142857142
1100,full,0.0,2.0,1,389,0.2745995423340961,-29.0,-0.06636155606407322
1100,full,10.0,2.0,2,344,0.25862068965517243,-29.0,-0.07142857142857142
1100,full,10.0,2.0,1,389,0.2745995423340961,-29.0,-0.06636155606407322
1100,full,20.0,2.0,1,389,0.2745995423340961,-29.0,-0.06636155606407322
1100,full,15.0,2.0,1,389,0.2745995423340961,-29.0,-0.06636155606407322
1100,full,0.0,2.0,2,344,0.25862068965517243,-29.0,-0.07142857142857142
1100,full,5.0,2.0,2,344,0.25862068965517243,-29.0,-0.07142857142857142
1100,full,20.0,2.0,2,344,0.25862068965517243,-29.0,-0.07142857142857142
1100,full,5.0,2.0,1,389,0.2745995423340961,-29.0,-0.06636155606407322
1100,half,20.0,1.5,1,435,0.34394904458598724,-30.0,-0.06369426751592357
1100,half,0.0,2.5,2,437,0.2452431289640592,-31.0,-0.06553911205073996
1100,half,5.0,3.0,2,402,0.19742489270386265,-34.0,-0.07296137339055794
1100,half,10.0,1.5,2,415,0.33480176211453744,-35.0,-0.07709251101321586
1100,full,0.0,1.5,1,401,0.3340961098398169,-36.0,-0.08237986270022883
1100,full,15.0,1.5,1,401,0.3340961098398169,-36.0,-0.08237986270022883
1100,full,10.0,1.5,1,401,0.3340961098398169,-36.0,-0.08237986270022883
1100,full,5.0,1.5,1,401,0.3340961098398169,-36.0,-0.08237986270022883
1100,half,20.0,2.5,1,407,0.22505307855626328,-36.0,-0.07643312101910828
1100,full,20.0,1.5,1,401,0.3340961098398169,-36.0,-0.08237986270022883
1100,half,15.0,2.5,2,366,0.21315192743764172,-37.0,-0.08390022675736962
1100,half,15.0,1.5,2,398,0.32653061224489793,-38.0,-0.08616780045351474
1100,half,10.0,3.0,2,371,0.1828193832599119,-39.0,-0.08590308370044053
1100,half,0.0,2.0,2,447,0.28752642706131076,-39.0,-0.0824524312896406
1100,half,20.0,1.5,2,385,0.31786542923433875,-42.5,-0.09860788863109049
1100,full,10.0,1.5,2,360,0.312807881773399,-42.5,-0.10467980295566502
1100,full,0.0,1.5,2,360,0.312807881773399,-42.5,-0.10467980295566502
1100,full,15.0,1.5,2,360,0.312807881773399,-42.5,-0.10467980295566502
1100,full,5.0,1.5,2,360,0.312807881773399,-42.5,-0.10467980295566502
1100,full,20.0,1.5,2,360,0.312807881773399,-42.5,-0.10467980295566502
1100,half,15.0,3.0,1,404,0.18907563025210083,-44.0,-0.09243697478991597
1100,full,5.0,2.5,1,374,0.2151029748283753,-45.0,-0.10297482837528604
1100,full,0.0,2.5,1,374,0.2151029748283753,-45.0,-0.10297482837528604
1100,full,10.0,2.5,1,374,0.2151029748283753,-45.0,-0.10297482837528604
1100,full,20.0,2.5,1,374,0.2151029748283753,-45.0,-0.10297482837528604
1100,full,15.0,2.5,1,374,0.2151029748283753,-45.0,-0.10297482837528604
1100,half,0.0,1.5,2,451,0.34249471458773784,-46.0,-0.09725158562367865
1100,full,0.0,2.5,2,327,0.19704433497536947,-47.0,-0.11576354679802955
1100,full,10.0,2.5,2,327,0.19704433497536947,-47.0,-0.11576354679802955
1100,half,10.0,3.0,1,419,0.1921487603305785,-47.0,-0.09710743801652892
1100,full,5.0,2.5,2,327,0.19704433497536947,-47.0,-0.11576354679802955
1100,full,15.0,2.5,2,327,0.19704433497536947,-47.0,-0.11576354679802955
1100,full,20.0,2.5,2,327,0.19704433497536947,-47.0,-0.11576354679802955
1100,half,5.0,2.0,2,420,0.26609442060085836,-48.0,-0.10300429184549356
1100,half,20.0,2.5,2,351,0.19953596287703015,-50.0,-0.11600928074245939
1100,half,5.0,1.5,2,434,0.3283261802575107,-51.5,-0.11051502145922747
1100,half,15.0,3.0,2,354,0.17006802721088435,-54.0,-0.12244897959183673
1100,half,20.0,3.0,1,394,0.18046709129511676,-54.0,-0.11464968152866242
1100,full,5.0,3.0,2,316,0.15517241379310345,-64.0,-0.15763546798029557
1100,full,10.0,3.0,2,316,0.15517241379310345,-64.0,-0.15763546798029557
1100,full,0.0,3.0,2,316,0.15517241379310345,-64.0,-0.15763546798029557
1100,half,20.0,3.0,2,340,0.16009280742459397,-64.0,-0.14849187935034802
1100,full,15.0,3.0,2,316,0.15517241379310345,-64.0,-0.15763546798029557
1100,full,20.0,3.0,2,316,0.15517241379310345,-64.0,-0.15763546798029557
1100,full,0.0,3.0,1,362,0.16933638443935928,-66.0,-0.15102974828375287
1100,full,5.0,3.0,1,362,0.16933638443935928,-66.0,-0.15102974828375287
1100,full,10.0,3.0,1,362,0.16933638443935928,-66.0,-0.15102974828375287
1100,full,20.0,3.0,1,362,0.16933638443935928,-66.0,-0.15102974828375287
1100,full,15.0,3.0,1,362,0.16933638443935928,-66.0,-0.15102974828375287
1800,half,0.0,2.0,1,504,0.3700787401574803,60.0,0.11811023622047244
1800,half,2.0,2.0,1,501,0.3641732283464567,54.0,0.1062992125984252
1800,half,0.0,1.5,1,505,0.4389763779527559,52.5,0.10334645669291338
1800,half,2.0,1.0,1,506,0.5433070866141733,46.0,0.09055118110236221
1800,half,2.0,1.5,1,504,0.4271653543307087,38.5,0.07578740157480315
1800,half,0.0,2.5,1,495,0.2952755905511811,30.0,0.05905511811023622
1800,half,5.0,1.5,1,502,0.41420118343195267,23.0,0.045364891518737675
1800,half,10.0,1.5,1,495,0.40674603174603174,17.5,0.034722222222222224
1800,half,10.0,2.0,1,484,0.32936507936507936,14.0,0.027777777777777776
1800,half,15.0,1.5,1,488,0.39641434262948205,9.5,0.018924302788844622
1800,half,15.0,2.0,1,478,0.32270916334661354,8.0,0.01593625498007968
1800,half,0.0,3.0,1,488,0.2440944881889764,8.0,0.015748031496062992
1800,full,20.0,1.5,1,476,0.3910386965376782,4.0,0.008146639511201629
