ts_utc,ts_local,open,high,low,close,volume
2026-01-10 00:15:00+10:00,2026-01-10 00:15:00,4498.7,4502.2,4498.1,4498.4,1031
2026-01-10 00:16:00+10:00,2026-01-10 00:16:00,4498.3,4501.2,4497.5,4498.5,602
2026-01-10 00:17:00+10:00,2026-01-10 00:17:00,4498.5,4498.6,4495.4,4497.5,719
2026-01-10 00:18:00+10:00,2026-01-10 00:18:00,4497.4,4497.4,4493.0,4495.2,960
2026-01-10 00:19:00+10:00,2026-01-10 00:19:00,4495.1,4497.7,4494.6,4496.5,584
2026-01-10 00:20:00+10:00,2026-01-10 00:20:00,4496.4,4502.6,4496.3,4502.6,964
2026-01-10 00:21:00+10:00,2026-01-10 00:21:00,4502.6,4503.1,4501.1,4502.2,639
2026-01-10 00:22:00+10:00,2026-01-10 00:22:00,4502.0,4505.1,4501.3,4504.2,885
2026-01-10 00:23:00+10:00,2026-01-10 00:23:00,4504.1,4505.1,4502.5,4504.8,690
2026-01-10 00:24:00+10:00,2026-01-10 00:24:00,4504.9,4505.5,4503.0,4503.3,703
2026-01-10 00:25:00+10:00,2026-01-10 00:25:00,4503.3,4504.8,4502.5,4503.6,613
2026-01-10 00:26:00+10:00,2026-01-10 00:26:00,4503.8,4504.8,4503.1,4504.5,479
2026-01-10 00:27:00+10:00,2026-01-10 00:27:00,4504.4,4504.9,4502.6,4504.5,409
2026-01-10 00:28:00+10:00,2026-01-10 00:28:00,4504.6,4505.0,4502.3,4502.3,454
2026-01-10 00:29:00+10:00,2026-01-10 00:29:00,4502.5,4504.4,4500.9,4503.7,586
2026-01-10 00:30:00+10:00,2026-01-10 00:30:00,4503.8,4504.2,4496.8,4498.0,2053
2026-01-10 00:31:00+10:00,2026-01-10 00:31:00,4498.2,4498.8,4495.5,4498.6,1028
2026-01-10 00:32:00+10:00,2026-01-10 00:32:00,4498.4,4499.5,4492.6,4492.9,1171
2026-01-10 00:33:00+10:00,2026-01-10 00:33:00,4492.9,4495.8,4491.6,4493.5,1046
2026-01-10 00:34:00+10:00,2026-01-10 00:34:00,4493.4,4499.2,4492.9,4498.7,819
2026-01-10 00:35:00+10:00,2026-01-10 00:35:00,4498.7,4505.0,4498.3,4503.8,1258
2026-01-10 00:36:00+10:00,2026-01-10 00:36:00,4504.0,4507.4,4504.0,4504.3,1681
2026-01-10 00:37:00+10:00,2026-01-10 00:37:00,4504.6,4507.1,4504.3,4506.1,734
2026-01-10 00:38:00+10:00,2026-01-10 00:38:00,4506.3,4507.9,4504.1,4504.1,914
2026-01-10 00:39:00+10:00,2026-01-10 00:39:00,4504.3,4505.6,4503.6,4505.3,506
2026-01-10 00:40:00+10:00,2026-01-10 00:40:00,4505.2,4507.5,4502.3,4503.5,922
2026-01-10 00:41:00+10:00,2026-01-10 00:41:00,4503.5,4505.9,4502.7,4503.1,701
2026-01-10 00:42:00+10:00,2026-01-10 00:42:00,4503.3,4505.0,4501.1,4501.8,633
2026-01-10 00:43:00+10:00,2026-01-10 00:43:00,4501.6,4501.6,4497.1,4497.6,1040
2026-01-10 00:44:00+10:00,2026-01-10 00:44:00,4497.4,4499.2,4495.4,4497.2,1035
2026-01-10 00:45:00+10:00,2026-01-10 00:45:00,4497.0,4498.0,4494.0,4495.9,1069
2026-01-10 00:46:00+10:00,2026-01-10 00:46:00,4496.0,4498.4,4494.1,4494.8,1033
2026-01-10 00:47:00+10:00,2026-01-10 00:47:00,4494.9,4496.3,4492.0,4493.9,1007
