ts_utc,ts_local,open,high,low,close,volume
2025-07-18 00:15:00+10:00,2025-07-18 00:15:00,3329.9,3334.3,3329.8,3334.0,2173
2025-07-18 00:20:00+10:00,2025-07-18 00:20:00,3334.0,3335.2,3331.7,3333.0,1905
2025-07-18 00:25:00+10:00,2025-07-18 00:25:00,3333.0,3335.9,3332.5,3335.9,1212
2025-07-18 00:30:00+10:00,2025-07-18 00:30:00,3335.9,3339.5,3335.3,3337.4,2065
2025-07-18 00:35:00+10:00,2025-07-18 00:35:00,3337.5,3339.5,3336.0,3338.4,1403
2025-07-18 00:40:00+10:00,2025-07-18 00:40:00,3338.5,3340.0,3337.8,3338.3,1388
2025-07-18 00:45:00+10:00,2025-07-18 00:45:00,3338.2,3339.1,3336.2,3338.6,1725
2025-07-18 00:50:00+10:00,2025-07-18 00:50:00,3338.9,3340.6,3338.0,3339.3,1093
2025-07-18 00:55:00+10:00,2025-07-18 00:55:00,3339.4,3341.0,3339.1,3339.8,938
2025-07-18 01:00:00+10:00,2025-07-18 01:00:00,3340.0,3342.0,3339.5,3340.2,1423
2025-07-18 01:05:00+10:00,2025-07-18 01:05:00,3340.4,3340.7,3337.5,3338.0,1309
2025-07-18 01:10:00+10:00,2025-07-18 01:10:00,3337.9,3340.4,3337.8,3339.0,927
2025-07-18 01:15:00+10:00,2025-07-18 01:15:00,3338.6,3339.4,3336.7,3339.2,985
2025-07-18 01:20:00+10:00,2025-07-18 01:20:00,3339.4,3340.5,3338.5,3340.5,619
2025-07-18 01:25:00+10:00,2025-07-18 01:25:00,3340.5,3343.7,3339.8,3342.6,1811
