time,open,high,low,close,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Plot
2026-01-12T22:10:00+10:00,4590.8,4595.1,4590.8,4591.7,1292,37.997135172473975,44.152361615642064,,,,,
2026-01-12T22:15:00+10:00,4591.7,4592.2,4588.7,4590.4,1088,36.21291192318199,43.030469170483094,,,,,
2026-01-12T22:20:00+10:00,4590.3,4592.3,4588.1,4592,1595,39.950318636075345,42.350415639761806,,,,,
2026-01-12T22:25:00+10:00,4592,4592.6,4590.3,4592.3,958,40.65246272152218,41.92838723548617,,,,,
2026-01-12T22:30:00+10:00,4592.5,4595.2,4591.7,4594.5,928,45.669479038213304,42.062857735329736,,,,,
2026-01-12T22:35:00+10:00,4594.5,4595.9,4593.4,4594.8,1127,46.33568976402759,42.58076685429089,,,,,
2026-01-12T22:40:00+10:00,4594.6,4596.8,4594,4596,806,49.02811186625847,42.92254380672586,,,,,
2026-01-12T22:45:00+10:00,4595.9,4597.7,4594.9,4596.6,995,50.368918115404746,43.00201255150971,,,,,
2026-01-12T22:50:00+10:00,4596.5,4599.5,4596.3,4598.4,1168,54.25642643631449,43.119642628473045,,,,,
2026-01-12T22:55:00+10:00,4598.6,4600.4,4597.2,4600.1,1170,57.631777381199065,44.14903085822291,,,,,
2026-01-12T23:00:00+10:00,4600.4,4606.3,4598.4,4606,3980,66.79056693604875,45.90260614263383,,,,,
2026-01-12T23:05:00+10:00,4606,4614.7,4605.5,4611.5,6067,72.7124266185672,48.1000721144048,,,,,
2026-01-12T23:10:00+10:00,4611.5,4620.4,4611.5,4617,5336,77.10842062577663,50.72963116328367,,,,,
2026-01-12T23:15:00+10:00,4617.3,4621.3,4617.1,4619.2,4085,78.59392486418902,53.80775500708951,,,,,
2026-01-12T23:20:00+10:00,4619.1,4621.9,4617,4620.3,3398,79.3166508801252,56.75914898620746,,,,,
2026-01-12T23:25:00+10:00,4620.4,4622,4614.4,4615.2,3181,67.87454982044932,59.02069455029798,,,,,
2026-01-12T23:30:00+10:00,4615.1,4619.8,4615.1,4619.6,2557,71.67147899524191,61.286491718809884,,,,,
2026-01-12T23:35:00+10:00,4619.6,4621.6,4617.4,4620.9,2325,72.69819422899937,63.57547254077254,,,,,
2026-01-12T23:40:00+10:00,4620.9,4623.9,4616.6,4619.4,3533,69.56526117481673,65.28231412195849,,,,,
2026-01-12T23:45:00+10:00,4619.5,4625.5,4618.3,4624.6,3161,73.78323065060472,67.24285275671402,,,,,
2026-01-12T23:50:00+10:00,4624.8,4630.6,4624.2,4630,3920,77.30133886763383,69.26236897109796,,,,,
2026-01-12T23:55:00+10:00,4630.1,4630.8,4626.3,4626.5,2891,70.68084034189613,70.71322055870449,,,,,
2026-01-13T00:00:00+10:00,4626.5,4628,4608.6,4610.5,8442,49.71787022434336,70.38903797213513,,,,,
2026-01-13T00:05:00+10:00,4610.5,4614.6,4607.8,4608.8,6216,48.086008115363796,69.70719731028974,,,,,
2026-01-13T00:10:00+10:00,4608.8,4608.8,4602.4,4606.7,6287,46.07421222267615,68.22745768790598,,,,,
2026-01-13T00:15:00+10:00,4606.5,4609,4600.4,4607.1,5313,46.533067614519716,66.35750347333116,,,,,
2026-01-13T00:20:00+10:00,4607.1,4610.1,4602.8,4607.5,4157,47.0185659370945,64.2082281384253,,,,,
2026-01-13T00:25:00+10:00,4607.6,4608.3,4595.1,4596.5,6993,37.05406228721277,61.241095097212714,,,,,
2026-01-13T00:30:00+10:00,4596.4,4611.2,4595.1,4607.9,8277,49.09462495765678,59.082378959893546,,,,,
2026-01-13T00:35:00+10:00,4608.2,4620,4601.7,4619.4,7944,57.85299793434022,58.366553825171465,,,,,
2026-01-13T00:40:00+10:00,4619.4,4619.7,4609.7,4612.6,6410,52.14044445435283,56.97147992939368,,,,,
2026-01-13T00:45:00+10:00,4612.7,4613.1,4606.4,4610.8,4941,50.71295917390645,55.40110599688704,,,,,
2026-01-13T00:50:00+10:00,4610.6,4618,4607.8,4614.1,5200,53.24047077711702,54.235049539908495,,,,,
2026-01-13T00:55:00+10:00,4614,4615.8,4610,4611.9,3283,51.34989790157591,52.632668629263584,,,,,
2026-01-13T01:00:00+10:00,4611.8,4622.7,4611.5,4616.4,5983,54.879305585327884,51.031094823384585,,,,,
2026-01-13T01:05:00+10:00,4616.3,4627.6,4614.9,4625,5393,60.74105579390295,50.32111021281364,,,,,
2026-01-13T01:10:00+10:00,4624.9,4629.4,4624.1,4627.1,4160,62.03795625548749,51.201116357895366,,,,,
2026-01-13T01:15:00+10:00,4627.2,4628.7,4622.2,4624.4,4107,59.32444955096145,52.00386217472377,,,,,
2026-01-13T01:20:00+10:00,4624.3,4628.2,4619.6,4627.5,4471,61.41141328793517,53.099376536527984,,,,,
2026-01-13T01:25:00+10:00,4627.7,4632.2,4626.7,4629.8,5228,62.93105940240237,54.270661664233884,,,,,
2026-01-13T01:30:00+10:00,4629.8,4635,4628.5,4633,3986,64.99645140548209,55.55479634054728,,,,,
2026-01-13T01:35:00+10:00,4633,4638.2,4632.9,4637.3,4906,67.6081954922155,57.737234426618905,,,,,
2026-01-13T01:40:00+10:00,4637.1,4638.3,4632.5,4634.2,3340,63.90617118815141,58.79520201451138,,,,,
2026-01-13T01:45:00+10:00,4634.2,4635.7,4629.3,4632.5,3111,61.904315538257364,59.084581843362606,,,,,
2026-01-13T01:50:00+10:00,4632.3,4633.3,4629.3,4631.5,2245,60.6997984362444,59.69596427064057,,,,,
2026-01-13T01:55:00+10:00,4631.4,4632.8,4628.1,4630.9,2666,59.9461149144298,60.35547539496367,,,,,
2026-01-13T02:00:00+10:00,4630.8,4634.2,4627.2,4633.6,3629,62.21946871144146,60.99683239027256,,,,,
2026-01-13T02:05:00+10:00,4633.8,4635.5,4632.6,4634.8,2516,63.21866773934275,61.84460166439876,,,,,
2026-01-13T02:10:00+10:00,4634.7,4640,4632.3,4639.4,4190,66.83918337966342,62.69887864970845,,,,,
2026-01-13T02:15:00+10:00,4639.3,4640.5,4636.6,4638.4,3374,65.33359457409342,63.02691713400776,,,,,
2026-01-13T02:20:00+10:00,4638.2,4639.9,4632.2,4634.5,3104,59.686790032892155,62.858976689536675,,,,,
2026-01-13T02:25:00+10:00,4634.5,4634.6,4629.6,4629.9,2464,53.78228668113038,62.46310791312016,,,,,
2026-01-13T02:30:00+10:00,4630,4633.1,4629.5,4631.5,1628,55.433710197890065,62.036129120974074,,,,,
2026-01-13T02:35:00+10:00,4631.5,4633.3,4623.4,4623.5,3942,46.4891964190166,60.86171033644653,,,,,
2026-01-13T02:40:00+10:00,4623.5,4624.2,4617.4,4622.7,4405,45.69516493486902,59.48304701711702,,,,,
2026-01-13T02:45:00+10:00,4622.7,4627.3,4622.4,4625.9,2847,49.41682293776652,58.18366326322781,,,,,
2026-01-13T02:50:00+10:00,4625.9,4628.7,4625.4,4627.3,1701,50.99903727707342,57.26172512672224,,,,,
2026-01-13T02:55:00+10:00,4627.2,4627.7,4624.6,4627,1402,50.63354730174829,56.45667025268587,,,,,
