ts_utc,ts_local,open,high,low,close,volume
2026-01-01 00:15:00+10:00,2026-01-01 00:15:00,4353.0,4357.9,4352.7,4357.0,3245
2026-01-01 00:20:00+10:00,2026-01-01 00:20:00,4356.6,4356.6,4349.6,4350.7,2044
2026-01-01 00:25:00+10:00,2026-01-01 00:25:00,4350.7,4351.2,4346.1,4350.5,2024
2026-01-01 00:30:00+10:00,2026-01-01 00:30:00,4350.6,4362.2,4346.2,4360.6,4643
2026-01-01 00:35:00+10:00,2026-01-01 00:35:00,4360.8,4363.2,4350.2,4350.8,3480
2026-01-01 00:40:00+10:00,2026-01-01 00:40:00,4351.0,4358.5,4346.5,4358.3,3661
2026-01-01 00:45:00+10:00,2026-01-01 00:45:00,4358.4,4364.5,4356.3,4360.3,3644
2026-01-01 00:50:00+10:00,2026-01-01 00:50:00,4360.5,4362.2,4357.1,4360.7,2137
2026-01-01 00:55:00+10:00,2026-01-01 00:55:00,4360.8,4367.8,4360.0,4360.2,3344
2026-01-01 01:00:00+10:00,2026-01-01 01:00:00,4360.2,4360.5,4350.6,4351.0,3467
2026-01-01 01:05:00+10:00,2026-01-01 01:05:00,4351.1,4354.2,4346.2,4346.3,2988
2026-01-01 01:10:00+10:00,2026-01-01 01:10:00,4346.3,4349.4,4343.1,4345.6,2895
2026-01-01 01:15:00+10:00,2026-01-01 01:15:00,4345.5,4349.6,4344.1,4347.3,2299
2026-01-01 01:20:00+10:00,2026-01-01 01:20:00,4347.2,4350.3,4340.5,4347.1,3049
2026-01-01 01:25:00+10:00,2026-01-01 01:25:00,4347.1,4352.7,4344.7,4351.1,2388
