state_label,range_bucket,disp_bucket,close_pos_bucket,impulse_bucket,n_days,frequency_pct,sign_skew_pct,median_tail_skew,direction
NORMAL + D_SMALL + HIGH + MID,NORMAL,D_SMALL,HIGH,MID,25,5.605381165919283,40.0,-3.700000000000273,DN
