ts_utc,ts_local,open,high,low,close,volume
2025-09-20 00:15:00+10:00,2025-09-20 00:15:00,3693.5,3694.0,3688.9,3690.1,2622
2025-09-20 00:20:00+10:00,2025-09-20 00:20:00,3690.3,3694.8,3689.5,3694.8,2169
2025-09-20 00:25:00+10:00,2025-09-20 00:25:00,3694.8,3697.8,3694.5,3697.1,2656
2025-09-20 00:30:00+10:00,2025-09-20 00:30:00,3697.2,3698.4,3695.4,3695.6,1889
2025-09-20 00:35:00+10:00,2025-09-20 00:35:00,3695.7,3699.0,3695.3,3698.7,1688
2025-09-20 00:40:00+10:00,2025-09-20 00:40:00,3698.6,3698.9,3695.7,3697.6,1401
2025-09-20 00:45:00+10:00,2025-09-20 00:45:00,3697.5,3698.9,3695.9,3697.6,1171
2025-09-20 00:50:00+10:00,2025-09-20 00:50:00,3697.7,3701.9,3697.2,3701.4,2412
2025-09-20 00:55:00+10:00,2025-09-20 00:55:00,3701.3,3703.0,3699.9,3700.7,2090
2025-09-20 01:00:00+10:00,2025-09-20 01:00:00,3700.9,3704.3,3699.7,3702.3,2272
2025-09-20 01:05:00+10:00,2025-09-20 01:05:00,3702.1,3702.6,3699.4,3700.8,1980
2025-09-20 01:10:00+10:00,2025-09-20 01:10:00,3700.7,3706.6,3698.9,3706.3,3519
2025-09-20 01:15:00+10:00,2025-09-20 01:15:00,3706.4,3707.0,3704.8,3706.4,2007
2025-09-20 01:20:00+10:00,2025-09-20 01:20:00,3706.6,3709.3,3706.4,3707.7,2858
2025-09-20 01:25:00+10:00,2025-09-20 01:25:00,3707.6,3708.7,3704.0,3704.7,2259
