time,open,high,low,close,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Plot
2026-01-12T12:30:00+10:00,25740.5,25756,25740.5,25751.5,780,37.362129644166075,31.162655131659506,,,,,
2026-01-12T12:35:00+10:00,25751.5,25758,25750,25753.5,362,38.380741572030395,32.49944927454926,,,,,
2026-01-12T12:40:00+10:00,25753.75,25759.25,25753.25,25755,296,39.17959486423132,34.12101805974202,,,,,
2026-01-12T12:45:00+10:00,25754.75,25760.25,25753,25757.75,509,40.69751721631245,35.376796831948354,,,,,
2026-01-12T12:50:00+10:00,25758.5,25764.25,25740,25748,662,37.15677085971613,35.53994860442781,,,,,
2026-01-12T12:55:00+10:00,25747.75,25750,25740.25,25748,515,37.15677085971613,35.43517313207842,,,,,
2026-01-12T13:00:00+10:00,25748.25,25749.5,25738,25743.75,432,35.59137096718334,35.3104813055811,,,,,
2026-01-12T13:05:00+10:00,25744,25753.25,25741.75,25744.25,328,35.93333874403989,35.06270694826815,,,,,
2026-01-12T13:10:00+10:00,25745.25,25745.75,25740.25,25745,213,36.47814270963971,35.21176388579031,,,,,
2026-01-12T13:15:00+10:00,25744.75,25752.5,25740.5,25751.5,326,41.14902185364606,35.785816635428446,,,,,
2026-01-12T13:20:00+10:00,25751.5,25752,25742.5,25748.5,236,39.69812022992924,36.39410087024259,,,,,
2026-01-12T13:25:00+10:00,25748.5,25748.5,25742.75,25745.25,336,38.12960914004944,37.02554243112045,,,,,
2026-01-12T13:30:00+10:00,25745.25,25753.25,25745,25750.25,526,41.93092440961554,37.928506511253026,,,,,
2026-01-12T13:35:00+10:00,25749.5,25752.75,25740.25,25749.25,448,41.38329000554294,38.587667362558484,,,,,
2026-01-12T13:40:00+10:00,25749,25750.5,25742,25746,196,39.5742944008476,38.74567913089288,,,,,
2026-01-12T13:45:00+10:00,25745.75,25747,25710.25,25726.75,2007,30.94562527760418,38.21459939557672,,,,,
2026-01-12T13:50:00+10:00,25727.5,25735.25,25722.5,25733.5,408,36.19874813639974,38.001681772160175,,,,,
2026-01-12T13:55:00+10:00,25733.75,25739.75,25732.75,25737.75,324,39.32830145459879,37.903880646323486,,,,,
2026-01-12T14:00:00+10:00,25738.25,25739.5,25725,25730.25,351,35.974728938068694,37.81944908049153,,,,,
2026-01-12T14:05:00+10:00,25728,25732,25723,25730.5,312,36.17011339551004,37.748973547333954,,,,,
2026-01-12T14:10:00+10:00,25730.75,25730.75,25718,25725,303,33.731297596141076,37.616111163688075,,,,,
2026-01-12T14:15:00+10:00,25724.75,25727.75,25715,25724.75,360,33.62033078288657,37.45089630931998,,,,,
2026-01-12T14:20:00+10:00,25725,25728,25722.75,25724.25,138,33.38378764476822,37.22987094754344,,,,,
2026-01-12T14:25:00+10:00,25724.5,25731.25,25722.75,25728.75,208,37.63650033811196,36.97897655357672,,,,,
2026-01-12T14:30:00+10:00,25728.25,25737.25,25723.75,25737.25,361,44.804250185287074,37.343700121816575,,,,,
