ts_utc,ts_local,open,high,low,close,volume
2025-07-25 00:15:00+10:00,2025-07-25 00:15:00,3375.1,3378.7,3373.6,3378.1,2454
2025-07-25 00:20:00+10:00,2025-07-25 00:20:00,3378.1,3378.7,3375.9,3376.7,1599
2025-07-25 00:25:00+10:00,2025-07-25 00:25:00,3376.7,3377.9,3376.0,3377.1,1036
2025-07-25 00:30:00+10:00,2025-07-25 00:30:00,3377.1,3379.6,3377.1,3378.0,1436
2025-07-25 00:35:00+10:00,2025-07-25 00:35:00,3378.2,3380.6,3377.6,3380.6,1063
2025-07-25 00:40:00+10:00,2025-07-25 00:40:00,3380.7,3381.2,3378.9,3380.4,1170
2025-07-25 00:45:00+10:00,2025-07-25 00:45:00,3380.2,3380.4,3378.1,3379.2,890
2025-07-25 00:50:00+10:00,2025-07-25 00:50:00,3379.2,3380.3,3377.3,3379.4,1021
2025-07-25 00:55:00+10:00,2025-07-25 00:55:00,3379.4,3379.4,3376.0,3377.9,1384
2025-07-25 01:00:00+10:00,2025-07-25 01:00:00,3377.7,3378.2,3375.1,3376.4,1244
2025-07-25 01:05:00+10:00,2025-07-25 01:05:00,3376.3,3378.4,3375.9,3376.4,806
2025-07-25 01:10:00+10:00,2025-07-25 01:10:00,3376.4,3377.3,3374.1,3374.4,844
2025-07-25 01:15:00+10:00,2025-07-25 01:15:00,3374.6,3376.2,3373.9,3376.2,960
2025-07-25 01:20:00+10:00,2025-07-25 01:20:00,3375.9,3378.4,3374.1,3377.9,961
2025-07-25 01:25:00+10:00,2025-07-25 01:25:00,3377.8,3378.9,3377.2,3378.1,708
